budget,id,original_title,popularity,release_date,revenue,title,vote_average,vote_count,Collection,genres,ProdCompany_1,ProdCompany_2,ProdCompany_3,Character Name,Lead actor,Director,release_year,return
34000000.0,241,Natural Born Killers,11.226856,1994-08-25,50282766.0,Natural Born Killers,6.9,927.0,,"['Crime', 'Thriller', 'Drama']",Regency Enterprises,Alcor Films,Ixtlan,Mickey Knox,Woody Harrelson,Oliver Stone,1994,1.4789048823529412
50000000.0,6950,Outbreak,13.676444,1995-03-10,189859560.0,Outbreak,6.4,522.0,,"['Action', 'Drama', 'Science Fiction', 'Thriller']",Kopelson Entertainment,Punch Productions,Warner Bros.,Sam Daniels,Dustin Hoffman,Wolfgang Petersen,1995,3.7971912
16000000.0,101,Léon,20.477329,1994-09-14,45284974.0,Leon: The Professional,8.2,4293.0,,"['Thriller', 'Crime', 'Drama']",Columbia Pictures,Gaumont,,Léon Montana,Jean Reno,Luc Besson,1994,2.830310875
11000000.0,63020,The Perez Family,1.433544,1995-05-12,2832826.0,The Perez Family,6.6,9.0,,"['Comedy', 'Drama', 'Romance']","Samuel Goldwyn Company, The",,,Dorita Evita Perez,Marisa Tomei,Mira Nair,1995,0.2575296363636363
8000000.0,680,Pulp Fiction,140.950236,1994-09-10,213928762.0,Pulp Fiction,8.3,8670.0,,"['Thriller', 'Crime']",Miramax Films,A Band Apart,Jersey Films,Vincent Vega,John Travolta,Quentin Tarantino,1994,26.74109525
400000.0,25296,Pushing Hands,1.638622,1992-02-01,152322.0,Pushing Hands,6.1,9.0,,"['Comedy', 'Drama']",Ang Lee Productions,,,Mr. Chu,Sihung Lung,Ang Lee,1992,0.380805
32000000.0,12106,The Quick and the Dead,7.54701,1995-02-09,18552460.0,The Quick and the Dead,6.2,431.0,,"['Action', 'Western']",TriStar Pictures,,,"Ellen ""The Lady“",Sharon Stone,Sam Raimi,1995,0.579764375
22000000.0,161495,Roommates,3.395867,1995-03-01,12400000.0,Roommates,6.4,7.0,,"['Drama', 'Comedy']",Hollywood Pictures,Interscope Communications,Nomura Babcock & Brown,Rocky Holzeck,Peter Falk,Peter Yates,1995,0.5636363636363636
15000000.0,3586,Prêt-à-Porter,6.259433,1994-12-23,11300653.0,Prêt-à-Porter,5.3,33.0,,"['Drama', 'Comedy']",Miramax Films,,,Sergio,Marcello Mastroianni,Robert Altman,1994,0.7533768666666667
35000000.0,22586,The Swan Princess,8.910462,1994-11-18,9771658.0,The Swan Princess,6.5,251.0,Swan Princess Series,['Animation'],Rich Animation Studios,,,Princess Odette (voice),Michelle Nicastro,Richard Rich,1994,0.2791902285714285
45000000.0,2636,The Specialist,10.388183,1994-10-07,170362582.0,The Specialist,5.5,317.0,,"['Action', 'Thriller']",Jerry Weintraub Productions,Warner Bros.,Iguana Producciones,Ray Quick,Sylvester Stallone,Luis Llosa,1994,3.785835155555556
55000000.0,2164,Stargate,13.328924,1994-10-27,196567262.0,Stargate,6.8,942.0,,"['Action', 'Adventure', 'Science Fiction']",Centropolis Entertainment,StudioCanal,Carolco Entertainment,Colonel Jonathan “Jack” O'Neil,Kurt Russell,Roland Emmerich,1994,3.5739502181818184
22000000.0,11395,The Santa Clause,9.665424,1994-11-10,189833357.0,The Santa Clause,6.3,501.0,The Santa Clause Collection,"['Fantasy', 'Drama', 'Comedy', 'Family']",Walt Disney Pictures,Hollywood Pictures,,Santa Claus / Scott Calvin,Tim Allen,John Pasquin,1994,8.628788954545454
25000000.0,278,The Shawshank Redemption,51.645403,1994-09-23,28341469.0,The Shawshank Redemption,8.5,8358.0,,"['Drama', 'Crime']",Castle Rock Entertainment,Warner Bros.,,Andy Dufresne,Tim Robbins,Frank Darabont,1994,1.13365876
25000000.0,9067,Tank Girl,7.602087,1995-03-31,4064495.0,Tank Girl,5.5,140.0,,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']",Trilogy Entertainment Group,,,Rebecca (Tank Girl),Lori Petty,Rachel Talalay,1995,0.1625798
38000000.0,193,Star Trek: Generations,8.105708,1994-11-17,120000000.0,Star Trek: Generations,6.4,461.0,Star Trek: The Next Generation Collection,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",Paramount Pictures,,,Captain Jean-Luc Picard,Patrick Stewart,David Carson,1994,3.1578947368421053
6000000.0,25066,Tales from the Hood,2.86007,1995-05-24,12000000.0,Tales from the Hood,5.4,33.0,,"['Crime', 'Horror', 'Thriller']",40 Acres & A Mule Filmworks,Savoy Pictures,,Mr. Simms,Clarence Williams III,Rusty Cundieff,1995,2.0
11000000.0,1587,What's Eating Gilbert Grape,10.3919,1993-12-17,10032765.0,What's Eating Gilbert Grape,7.5,943.0,,"['Romance', 'Drama']",Paramount Pictures,,,Gilbert Grape,Johnny Depp,Lasse Hallström,1993,0.9120695454545454
30000000.0,9271,Virtuosity,5.188399,1995-08-04,24048000.0,Virtuosity,5.4,163.0,,"['Action', 'Crime', 'Science Fiction', 'Thriller']",Paramount Pictures,,,Lt. Parker Barnes,Denzel Washington,Brett Leonard,1995,0.8016
17000000.0,2064,While You Were Sleeping,15.783615,1995-04-21,182057016.0,While You Were Sleeping,6.5,340.0,,"['Comedy', 'Drama', 'Romance']",Caravan Pictures,Hollywood Pictures,,Lucy Eleanor Moderatz,Sandra Bullock,Jon Turteltaub,1995,10.709236235294116
3000000.0,236,Muriel's Wedding,5.254847,1994-09-29,15119639.0,Muriel's Wedding,6.9,104.0,,"['Drama', 'Comedy', 'Romance']",Ciby 2000,Film Victoria,House & Moorhouse Films,Muriel Heslop / Mariel Heslop-Van Arckle,Toni Collette,P.J. Hogan,1994,5.039879666666667
15000000.0,3049,Ace Ventura: Pet Detective,11.247957,1994-02-04,107217396.0,Ace Ventura: Pet Detective,6.4,1684.0,Ace Ventura Collection,"['Comedy', 'Mystery']",Warner Bros.,Morgan Creek Productions,,Ace Ventura,Jim Carrey,Tom Shadyac,1994,7.1478264
5000000.0,10497,Bitter Moon,11.298195,1992-09-02,1862805.0,Bitter Moon,7.0,115.0,,"['Thriller', 'Drama', 'Romance']",Fine Line Features,R.P. Productions,Columbia Pictures Corporation,Nigel,Hugh Grant,Roman Polanski,1992,0.372561
62000000.0,9331,Clear and Present Danger,7.513245,1994-08-03,215887717.0,Clear and Present Danger,6.4,390.0,The Jack Ryan Collection,"['Action', 'Drama', 'Thriller']",Paramount Pictures,Mace Neufeld Productions,,Jack Ryan,Harrison Ford,Phillip Noyce,1994,3.482059951612903
45000000.0,10731,The Client,15.263829,1994-07-20,117615211.0,The Client,6.4,287.0,,"['Drama', 'Thriller', 'Crime', 'Mystery']",Regency Enterprises,Alcor Films,Warner Bros.,"Regina ""Reggie"" Love",Susan Sarandon,Joel Schumacher,1994,2.613671355555556
15000000.0,9495,The Crow,15.799336,1994-05-11,94000000.0,The Crow,7.3,980.0,The Crow Collection,"['Fantasy', 'Action', 'Thriller']",Miramax Films,Crowvision Inc.,Entertainment Media Investment Corporation,Eric Draven,Brandon Lee,Alex Proyas,1994,6.266666666666667
46000000.0,888,The Flintstones,15.019586,1994-05-26,341631208.0,The Flintstones,5.0,559.0,The Flintstones (Live-Action) Collection,"['Fantasy', 'Comedy', 'Family']",Universal Pictures,Amblin Entertainment,Hanna-Barbera Productions,Fred Flintstone,John Goodman,Brian Levant,1994,7.426765391304348
55000000.0,13,Forrest Gump,48.307194,1994-07-06,677945399.0,Forrest Gump,8.2,8147.0,,"['Comedy', 'Drama', 'Romance']",Paramount Pictures,,,Forrest Gump,Tom Hanks,Robert Zemeckis,1994,12.326279981818182
6000000.0,712,Four Weddings and a Funeral,8.990345,1994-03-09,254700832.0,Four Weddings and a Funeral,6.6,654.0,,"['Comedy', 'Drama', 'Romance']",Channel Four Films,PolyGram Filmed Entertainment,Working Title Films,Charles,Hugh Grant,Mike Newell,1994,42.45013866666667
45000000.0,10879,I Love Trouble,3.570874,1994-06-29,61947267.0,I Love Trouble,5.3,41.0,,"['Action', 'Comedy', 'Romance']",Caravan Pictures,Touchstone Pictures,,Peter Brackett,Nick Nolte,Charles Shyer,1994,1.3766059333333334
45000000.0,8587,The Lion King,21.605761,1994-06-23,788241776.0,The Lion King,8.0,5520.0,The Lion King Collection,"['Family', 'Animation', 'Drama']",Walt Disney Pictures,Walt Disney Feature Animation,,Young Simba (voice),Jonathan Taylor Thomas,Roger Allers,1994,17.516483911111113
35000000.0,1689,Little Buddha,5.681522,1993-12-01,4858139.0,Little Buddha,6.0,76.0,,"['Drama', 'History']",Miramax Films,,,Siddharta,Keanu Reeves,Bernardo Bertolucci,1993,0.1388039714285714
14000000.0,11596,New Nightmare,9.860522,1994-10-13,18090181.0,New Nightmare,6.4,297.0,A Nightmare on Elm Street Collection,"['Horror', 'Thriller', 'Mystery', 'Fantasy']",New Line Cinema,,,Herself / Nancy Thompson,Heather Langenkamp,Wes Craven,1994,1.2921557857142858
23000000.0,854,The Mask,14.13488,1994-07-29,351583407.0,The Mask,6.6,2550.0,The Mask Collection,"['Romance', 'Comedy', 'Crime', 'Fantasy']",New Line Cinema,Dark Horse Entertainment,,Stanley Ipkiss / The Mask,Jim Carrey,Chuck Russell,1994,15.286235086956522
30000000.0,36593,The Naked Gun 33⅓: The Final Insult,10.587232,1994-03-18,51132598.0,The Naked Gun 33⅓: The Final Insult,6.4,535.0,Naked Gun Collection,"['Comedy', 'Crime']",Paramount Pictures,,,Lt. Frank Drebin,Leslie Nielsen,Peter Segal,1994,1.7044199333333334
11500000.0,2788,Reality Bites,6.514592,1994-02-18,20079850.0,Reality Bites,6.5,180.0,,['Drama'],Universal Pictures,Jersey Films,,Lelaina Pierce,Winona Ryder,Ben Stiller,1994,1.7460739130434784
8000000.0,10427,Red Rock West,5.137903,1993-07-08,2000000.0,Red Rock West,6.4,71.0,,"['Crime', 'Drama', 'Thriller']",Propaganda Films,PolyGram Filmed Entertainment,,Michael Williams,Nicolas Cage,John Dahl,1993,0.25
30000000.0,1637,Speed,10.859292,1994-06-09,350448145.0,Speed,6.8,1814.0,Speed Collection,"['Action', 'Adventure', 'Crime']",Twentieth Century Fox Film Corporation,,,Jack Traven,Keanu Reeves,Jan de Bont,1994,11.681604833333331
27000000.0,8831,Timecop,8.907074,1994-09-15,101646581.0,Timecop,5.5,288.0,Timecop Collection,"['Thriller', 'Science Fiction', 'Action', 'Crime']",Universal Pictures,Renaissance Pictures,Dark Horse Entertainment,Max Walker,Jean-Claude Van Damme,Peter Hyams,1994,3.764688185185185
115000000.0,36955,True Lies,11.396099,1994-07-14,378882411.0,True Lies,6.8,1138.0,,"['Action', 'Thriller']",Twentieth Century Fox Film Corporation,Lightstorm Entertainment,,Harry Tasker,Arnold Schwarzenegger,James Cameron,1994,3.2946296608695653
63000000.0,12160,Wyatt Earp,9.277147,1994-06-24,25052000.0,Wyatt Earp,6.5,203.0,,"['Drama', 'Action', 'Western']",Tig Productions,Warner Bros.,Kasdan Pictures,Wyatt Earp,Kevin Costner,Lawrence Kasdan,1994,0.3976507936507936
10000000.0,26352,A Low Down Dirty Shame,3.021526,1994-11-23,29392418.0,A Low Down Dirty Shame,6.0,31.0,,"['Action', 'Comedy', 'Crime']",Caravan Pictures,Hollywood Pictures,,Shame,Keenen Ivory Wayans,Keenen Ivory Wayans,1994,2.9392418
7000000.0,22067,Jason's Lyric,0.912909,1994-09-28,20851521.0,Jason's Lyric,5.9,9.0,,"['Crime', 'Drama', 'Romance']",,,,Jason Alexander,Allen Payne,Doug McHenry,1994,2.9787887142857143
35000000.0,11667,Street Fighter,13.58449,1994-12-22,99423521.0,Street Fighter,4.1,330.0,Street Fighter,"['Action', 'Adventure', 'Thriller']",Universal Pictures,Capcom,,Colonel William Guile,Jean-Claude Van Damme,Steven E. de Souza,1994,2.8406720285714284
26000000.0,8011,Highlander III: The Sorcerer,6.866634,1994-11-29,36800000.0,Highlander: The Final Dimension,4.5,110.0,Highlander Collection,"['Action', 'Fantasy', 'Science Fiction']",Trans-Film,Initial Groupe,Lumière Pictures,Connor 'The Highlander' MacLeod,Christopher Lambert,Andrew Morahan,1994,1.4153846153846157
8000000.0,2654,In the Mouth of Madness,8.497643,1994-12-12,8946600.0,In the Mouth of Madness,7.1,307.0,,"['Horror', 'Mystery', 'Thriller']",New Line Cinema,,,John Trent,Sam Neill,John Carpenter,1994,1.118325
34000000.0,10436,The Age of Innocence,8.013617,1993-09-17,32255440.0,The Age of Innocence,7.0,172.0,,"['Drama', 'Romance']",Columbia Pictures,,,Newland Archer,Daniel Day-Lewis,Martin Scorsese,1993,0.948689411764706
17080000.0,46094,The Air Up There,1.896273,1994-01-07,21011500.0,The Air Up There,5.1,42.0,,"['Comedy', 'Family']",Hollywood Pictures,PolyGram Filmed Entertainment,Interscope Communications,Jimmy Dolan,Kevin Bacon,Paul Michael Glaser,1994,1.2301814988290398
50000000.0,306,Beverly Hills Cop III,11.787784,1994-05-24,119208989.0,Beverly Hills Cop III,5.5,445.0,Beverly Hills Cop Collection,"['Action', 'Comedy', 'Crime']",Paramount Pictures,Eddie Murphy Productions,,Axel Foley,Eddie Murphy,John Landis,1994,2.38417978
13000000.0,4722,Body Snatchers,6.559693,1993-06-09,428868.0,Body Snatchers,5.8,102.0,,"['Horror', 'Science Fiction', 'Thriller']",Warner Bros.,Dorset Productions,Robert H. Solo Productions,Marti Malone,Gabrielle Anwar,Abel Ferrara,1993,0.0329898461538461
22000000.0,1607,A Bronx Tale,6.115628,1993-09-14,17287898.0,A Bronx Tale,7.4,447.0,,"['Drama', 'Crime']",HBO Films,Savoy Pictures,,Lorenzo Anello,Robert De Niro,Robert De Niro,1993,0.7858135454545454
13000000.0,117553,Calendar Girl,1.316741,1993-09-03,2570145.0,Calendar Girl,3.7,10.0,,"['Drama', 'Comedy']",Columbia Pictures,Parkway Productions,,Roy Darpinian,Jason Priestley,John Whitesell,1993,0.1977034615384615
30000000.0,6075,Carlito's Way,8.698509,1993-11-10,36516012.0,Carlito's Way,7.7,805.0,,"['Action', 'Crime', 'Drama', 'Thriller']",Universal Pictures,Epic Productions,Bregman/Baer Productions,Carlito Brigante,Al Pacino,Brian De Palma,1993,1.2172004
70000000.0,9350,Cliffhanger,9.830853,1993-05-28,255000211.0,Cliffhanger,6.1,600.0,,"['Action', 'Adventure', 'Thriller']",TriStar Pictures,Canal+,Carolco Pictures,Gabe Walker,Sylvester Stallone,Renny Harlin,1993,3.642860157142857
40000000.0,2124,Color of Night,14.228963,1994-08-19,19726050.0,Color of Night,5.4,117.0,,"['Drama', 'Mystery', 'Romance', 'Thriller']",Hollywood Pictures,Cinergi Pictures Entertainment,,Dr. Bill Capa,Bruce Willis,Richard Rush,1994,0.49315125
6900000.0,9571,Dazed and Confused,6.8652,1993-09-24,7993039.0,Dazed and Confused,7.4,588.0,,"['Comedy', 'Drama']",Gramercy Pictures,Alphaville Productions,The Criterion Collection,Randall 'Pink' Floyd,Jason London,Richard Linklater,1993,1.1584114492753623
57000000.0,9739,Demolition Man,11.626116,1993-10-08,159055768.0,Demolition Man,6.4,1018.0,,"['Crime', 'Action', 'Science Fiction']",Silver Pictures,Warner Bros.,,John Spartan,Sylvester Stallone,Marco Brambilla,1993,2.7904520701754385
30000000.0,9024,For Love or Money,8.468869,1993-10-01,11146270.0,For Love or Money,5.7,77.0,,"['Comedy', 'Romance']",Universal Studios,Imagine Entertainment,,Doug Ireland,Michael J. Fox,Barry Sonnenfeld,1993,0.3715423333333333
42000000.0,37233,The Firm,9.678367,1993-06-30,270248367.0,The Firm,6.6,513.0,,"['Drama', 'Mystery', 'Thriller']",Paramount Pictures,Mirage Enterprises,Davis Entertainment,Mitch McDeere,Tom Cruise,Sydney Pollack,1993,6.434484928571429
20000000.0,1634,Free Willy,5.990572,1993-07-16,153698625.0,Free Willy,6.0,429.0,Free Willy Collection,"['Family', 'Adventure']",Canal Plus,Regency Enterprises,Alcor Films,Jesse,Jason James Richter,Simon Wincer,1993,7.68493125
44000000.0,5503,The Fugitive,10.08937,1993-08-06,368875760.0,The Fugitive,7.2,1240.0,The Fugitive / U.S. Marshals Collection,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']",Warner Bros.,,,Dr. Kimble,Harrison Ford,Andrew Davis,1993,8.38354
35000000.0,35588,Geronimo: An American Legend,4.653462,1993-12-10,18635620.0,Geronimo: An American Legend,5.9,44.0,,"['History', 'Action', 'Drama', 'Western']",Columbia Pictures,,,Lt. Charles Gatewood,Jason Patric,Walter Hill,1993,0.5324462857142858
18000000.0,2019,Hard Target,7.834351,1993-08-20,74189677.0,Hard Target,6.1,237.0,Hard Target Collection,"['Action', 'Adventure', 'Crime', 'Thriller']",Universal Pictures,Renaissance Pictures,Alphaville Films,Chance Boudreaux,Jean-Claude Van Damme,John Woo,1993,4.121648722222222
25000000.0,9255,Hot Shots! Part Deux,13.482371,1993-05-21,133752825.0,Hot Shots! Part Deux,6.2,463.0,Hot Shots! Collection,"['Action', 'Comedy', 'War']",Twentieth Century Fox Film Corporation,Sidley Wright & Associates,,Topper Harley,Charlie Sheen,Jim Abrahams,1993,5.350113
40000000.0,9386,In the Line of Fire,12.637158,1993-07-08,176997168.0,In the Line of Fire,6.8,392.0,,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']",Castle Rock Entertainment,Columbia Pictures Corporation,,Secret Service Agent Frank Horrigan,Clint Eastwood,Wolfgang Petersen,1993,4.4249292
13000000.0,7984,In the Name of the Father,7.405895,1993-12-12,65796862.0,In the Name of the Father,7.6,363.0,,['Drama'],Universal Pictures,Hell's Kitchen Films,,Gerry Conlon,Daniel Day-Lewis,Jim Sheridan,1993,5.0612970769230765
63000000.0,329,Jurassic Park,8.863776,1993-06-11,920100000.0,Jurassic Park,7.6,4956.0,Jurassic Park Collection,"['Adventure', 'Science Fiction']",Universal Pictures,Amblin Entertainment,,Dr. Alan Grant,Sam Neill,Steven Spielberg,1993,14.604761904761904
9000000.0,10909,Kalifornia,8.4337,1993-09-01,2395231.0,Kalifornia,6.5,209.0,,"['Thriller', 'Crime']",Propaganda Films,Kouf/Bigelow Productions,,Early Grayce,Brad Pitt,Dominic Sena,1993,0.2661367777777778
1500000.0,507,Killing Zoe,4.948569,1993-10-01,418961.0,Killing Zoe,6.1,111.0,,"['Action', 'Crime', 'Drama', 'Thriller']",Live Entertainment,,,Zed,Eric Stoltz,Roger Avary,1993,0.2793073333333333
85000000.0,9593,Last Action Hero,9.434006,1993-06-18,137298489.0,Last Action Hero,6.1,725.0,,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",Columbia Pictures Corporation,Oak Productions,,Jack Slater,Arnold Schwarzenegger,John McTiernan,1993,1.6152763411764706
13500000.0,10440,Manhattan Murder Mystery,8.939404,1993-08-18,11285588.0,Manhattan Murder Mystery,7.1,169.0,,"['Comedy', 'Mystery']",TriStar Pictures,,,Larry Lipton,Woody Allen,Woody Allen,1993,0.8359694814814815
3500000.0,9516,Menace II Society,5.260924,1993-05-26,27900000.0,Menace II Society,7.2,179.0,,"['Drama', 'Action', 'Crime']",New Line Cinema,,,Caine 'Kaydee' Lawson,Tyrin Turner,Albert Hughes,1993,7.9714285714285715
55000000.0,2320,Executive Decision,13.106291,1996-03-15,121969216.0,Executive Decision,5.8,261.0,,"['Action', 'Adventure', 'Drama', 'Thriller']",Silver Pictures,Warner Bros.,,Dr. David Grant,Kurt Russell,Stuart Baird,1996,2.217622109090909
25000000.0,788,Mrs. Doubtfire,11.16553,1993-11-24,441286195.0,Mrs. Doubtfire,7.0,1638.0,,"['Comedy', 'Drama', 'Family']",Twentieth Century Fox Film Corporation,Blue Wolf,,Daniel Hillard / Mrs. Doubtfire,Robin Williams,Chris Columbus,1993,17.6514478
12000000.0,11231,The Next Karate Kid,9.9697,1994-07-18,15826984.0,The Next Karate Kid,4.8,202.0,The Karate Kid Collection,['Adventure'],Columbia Pictures Corporation,,,Sgt. Kesuke Miyagi,Pat Morita,Christopher Cain,1994,1.3189153333333334
20000000.0,10447,No Escape,9.715187,1994-04-29,15340000.0,No Escape,6.1,86.0,,"['Action', 'Drama', 'Science Fiction', 'Thriller']",Columbia Pictures Corporation,Pacific Western,Allied Filmmakers,Capt. J.T. Robbins,Ray Liotta,Martin Campbell,1994,0.767
30000000.0,9559,A Perfect World,8.040589,1993-11-24,135130999.0,A Perfect World,7.2,376.0,,"['Crime', 'Drama', 'Thriller']",Malpaso Productions,Warner Bros.,,Robert 'Butch' Haynes,Kevin Costner,Clint Eastwood,1993,4.504366633333333
26000000.0,9800,Philadelphia,13.373006,1993-12-22,206678440.0,Philadelphia,7.6,1019.0,,['Drama'],TriStar Pictures,Clinica Estetico,,Andrew Beckett,Tom Hanks,Jonathan Demme,1993,7.949170769230769
7000000.0,713,The Piano,7.436758,1993-05-19,116700000.0,The Piano,7.1,290.0,,"['Drama', 'Romance']",New South Wales Film & Television Office,The Australian Film Commission,CiBy 2000,Ada McGrath,Holly Hunter,Jane Campion,1993,16.67142857142857
14000000.0,8291,Poetic Justice,6.972599,1993-07-23,27515786.0,Poetic Justice,6.9,47.0,,"['Drama', 'Romance']",Columbia Pictures,,,Justice,Janet Jackson,John Singleton,1993,1.9654132857142856
11000000.0,10872,The Ref,5.868677,1994-03-09,11439193.0,The Ref,6.7,99.0,,['Comedy'],Touchstone Pictures,Don Simpson/Jerry Bruckheimer Films,,Gus,Denis Leary,Ted Demme,1994,1.0399266363636364
11500000.0,1245,The Remains of the Day,12.222576,1993-11-05,23237911.0,The Remains of the Day,7.5,213.0,,"['Drama', 'Romance']",Columbia Pictures,Merchant Ivory Productions,,James Stevens,Anthony Hopkins,James Ivory,1993,2.0206879130434783
40000000.0,11858,Renaissance Man,4.985157,1994-06-03,24332324.0,Renaissance Man,5.9,83.0,,"['Comedy', 'War']",Cinergi Pictures Entertainment,Touchstone Pictures,,Bill Rago,Danny DeVito,Penny Marshall,1994,0.6083081
22000000.0,5550,RoboCop 3,8.685798,1993-04-17,10696210.0,RoboCop 3,4.2,309.0,RoboCop Collection,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']",Orion Pictures,,,RoboCop,Robert John Burke,Fred Dekker,1993,0.4861913636363636
20000000.0,8005,Robin Hood: Men in Tights,17.136672,1993-07-28,35739755.0,Robin Hood: Men in Tights,6.4,575.0,,['Comedy'],Gaumont,Twentieth Century Fox Film Corporation,Brooksfilms,Robin Hood,Cary Elwes,Mel Brooks,1993,1.78698775
11500000.0,2088,Romeo Is Bleeding,9.796318,1993-09-13,3275585.0,Romeo Is Bleeding,5.7,36.0,,"['Action', 'Crime', 'Drama', 'Thriller']",Working Title Films,Polygram Filmed Entertainment,Hilary Henkin,Jack Grimaldi,Gary Oldman,Peter Medak,1993,0.2848334782608696
